similarity
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5356574802404434
0.8408121081354873
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4940611697515956
0.6888637598981017
0.0
0.0
0.0
0.6940205350064705
0.0
0.0
0.5546524032908843
0.8100335280230335
0.0
0.0
0.0
0.5515706851810595
0.0
0.0
0.0
0.0
0.6289208086535676
0.0
0.604288006695433
0.0
0.8668829113052445
0.0
0.6756523955290119
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6862677507354332
0.5243009274151683
0.0
0.04200463656275716
0.7798709129412694
0.0
0.0
0.5711031302774525
0.6775427395086752
0.0
0.0
0.0434033978049108
0.0
0.5637121612964259
0.0
0.0
0.1614250433832413
0.5349742164374272
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5530720479667388
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4482422718658296
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.7143695892303265
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4987664401169684
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6295146071114498
0.0
0.0
0.5786278195900392
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6622662830852222
0.0
0.0
0.04225157090020602
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6395682894277531
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3683692610127362
0.0
0.0
0.0
0.0
0.7616112624054158
0.0
0.0
0.0
0.0
0.0
0.8172763994039841
0.0
0.6514993662148216
0.0
0.3547987086674927
0.0
0.5222360869831854
0.0
0.0
0.0
0.0
0.47580427985509566
0.0
0.0
0.0
0.0
0.0
0.5515866741122629
0.0
0.0
0.0
0.6772016500837836
0.0
0.6527093964164323
0.0
0.0
0.40678937104860863
0.0
0.0
0.0
0.0
0.5746715236490881
0.0
0.10226872075858348
0.5613760972512208
0.0
0.0
0.0
0.0
0.6849258920312493
0.0
0.0
0.0
0.0
0.02970539815016278
0.0
0.0
0.0
0.0
0.7006973992589461
0.0
0.0
0.0
0.5929320340342894
0.7491811451766136
0.0
0.0
0.0
0.0
0.4899524784662669
0.0
0.0
0.0
0.0
0.0
0.6007402648740934
0.0
0.0
0.0
0.6264526325542485
0.0
0.542988502251347
0.0
0.0
0.4288342272223208
